idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Mes_año_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;lon;lat;geopoint
;ROBO A NEGOCIO SIN VIOLENCIA;;02/05/19 15:50;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.27600387;19.36180815;19.36180815, -99.27600387
;ROBO A CASA HABITACION SIN VIOLENCIA;;02/05/19 12:00;2019;Mayo;2019_05;Masculino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.1077758;19.4142419;19.4142419, -99.1077758
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;02/05/19 6:00;2019;Mayo;2019_05;Femenino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.15070804;19.23792387;19.23792387, -99.15070804
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;02/05/19 6:00;2019;Mayo;2019_05;Masculino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.17413208;19.46110112;19.46110112, -99.17413208
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;;02/05/19 16:00;2019;Mayo;2019_05;Masculino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.0775751;19.41817389;19.41817389, -99.0775751
;PRIVACION DE LA LIBERTAD PERSONAL;;02/05/19 8:40;2019;Mayo;2019_05;Femenino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.1468406;19.364344;19.364344, -99.1468406
;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;;02/05/19 6:30;2019;Mayo;2019_05;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.1560233;19.3959318;19.3959318, -99.1560233
;ROBO A NEGOCIO SIN VIOLENCIA;;01/05/19 21:00;2019;Mayo;2019_05;Femenino;37;FISICA;VICTIMA Y DENUNCIANTE;-99.05691779;19.25410798;19.25410798, -99.05691779
;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;;02/05/19 15:00;2019;Mayo;2019_05;Femenino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.2040734;19.4275355;19.4275355, -99.2040734
;PORTACION DE ARMA DE FUEGO;;02/05/19 16:54;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.01478674;19.35238848;19.35238848, -99.01478674
;VIOLENCIA FAMILIAR;;01/05/19 21:00;2019;Mayo;2019_05;Masculino;46;FISICA;VICTIMA Y DENUNCIANTE;-99.11746787;19.44810205;19.44810205, -99.11746787
;VIOLENCIA FAMILIAR;;02/05/19 8:00;2019;Mayo;2019_05;Femenino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.1706561;19.2663538;19.2663538, -99.1706561
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 17:30;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.12252441;19.38241871;19.38241871, -99.12252441
;ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA;;01/05/19 14:00;2019;Mayo;2019_05;Masculino;42;FISICA;VICTIMA Y DENUNCIANTE;-99.0719072;19.4035873;19.4035873, -99.0719072
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 18:50;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.1496891;19.4154088;19.4154088, -99.1496891
;VIOLENCIA FAMILIAR;;02/05/19 14:44;2019;Mayo;2019_05;Femenino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.1751102;19.42396817;19.42396817, -99.1751102
;ROBO DE MOTOCICLETA SIN VIOLENCIA;;02/05/19 6:00;2019;Mayo;2019_05;Masculino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.10181436;19.25902015;19.25902015, -99.10181436
;ABUSO DE AUTORIDAD;;01/05/19 18:19;2019;Mayo;2019_05;Masculino;21;FISICA;VICTIMA Y DENUNCIANTE;-99.1609043;19.3537894;19.3537894, -99.1609043
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 20:15;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.15608687;19.47405475;19.47405475, -99.15608687
;PERSONAS EXTRAVIADAS;;02/05/19 18:00;2019;Mayo;2019_05;Masculino;13;FISICA;VICTIMA;-99.080386;19.4372506;19.4372506, -99.080386
;VIOLENCIA FAMILIAR;;01/05/19 18:15;2019;Mayo;2019_05;Femenino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.2641055;19.3216149;19.3216149, -99.2641055
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;02/05/19 11:40;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.15016796;19.28791575;19.28791575, -99.15016796
;ROBO DE MOTOCICLETA SIN VIOLENCIA;;01/05/19 13:10;2019;Mayo;2019_05;Masculino;21;FISICA;VICTIMA Y DENUNCIANTE;-99.09015656;19.50684469;19.50684469, -99.09015656
;VIOLENCIA FAMILIAR;;02/05/19 20:00;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.26426548;19.30314817;19.30314817, -99.26426548
;ROBO A PASAJERO / CONDUCTOR DE TAXI CON VIOLENCIA;;02/05/19 19:10;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.21486828;19.37893835;19.37893835, -99.21486828
;VIOLENCIA FAMILIAR;;02/05/19 17:30;2019;Mayo;2019_05;Masculino;61;FISICA;VICTIMA Y DENUNCIANTE;-99.0635097;19.39427856;19.39427856, -99.0635097
;DESPOJO;;02/05/19 12:00;2019;Mayo;2019_05;Femenino;58;FISICA;VICTIMA Y DENUNCIANTE;-99.14201336;19.20294631;19.20294631, -99.14201336
8462263;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;17/05/19 14:30;2019;Mayo;;Femenino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.1071832;19.2649774;19.2649774, -99.1071832
8462566;FRAUDE;DELITO DE BAJO IMPACTO;24/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1495658;19.4212109;19.4212109, -99.1495658
8462606;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;26/05/19 15:00;2019;Mayo;;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.0236346;19.3790272;19.3790272, -99.0236346
8462712;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;17/05/19 23:00;2019;Mayo;;Femenino;13;FISICA;VICTIMA;-99.1292109;19.261151;19.261151, -99.1292109
8463144;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;24/05/19 8:20;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.12768669;19.503225;19.503225, -99.12768669
8463221;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;17/05/19 7:28;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.145095;19.5427836;19.5427836, -99.145095
8463446;ABANDONO DE PERSONA;DELITO DE BAJO IMPACTO;31/05/19 12:00;2019;Mayo;;Masculino;82;FISICA;VICTIMA;-99.1389229;19.4015631;19.4015631, -99.1389229
8463552;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;17/05/19 18:55;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.24378618;19.32259066;19.32259066, -99.24378618
8463678;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;14/05/19 21:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;NA;NA;
8463802;AMENAZAS;DELITO DE BAJO IMPACTO;30/05/19 11:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1168884;19.3942037;19.3942037, -99.1168884
8456115;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;24/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2035994;19.4290976;19.4290976, -99.2035994
8456274;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;01/05/19 10:00;2019;Mayo;;Masculino;77;FISICA;VICTIMA Y DENUNCIANTE;-99.08507106;19.37154733;19.37154733, -99.08507106
8456414;ABUSO DE CONFIANZA;DELITO DE BAJO IMPACTO;24/05/19 18:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.18621418;19.36592574;19.36592574, -99.18621418
8456437;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;28/05/19 2:48;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1368164;19.3991481;19.3991481, -99.1368164
8456505;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;15/05/19 10:00;2019;Mayo;;Femenino;34;FISICA;VICTIMA;-99.00044966;19.36161705;19.36161705, -99.00044966
8456522;FALSIFICACION DE DOCUMENTOS;DELITO DE BAJO IMPACTO;27/05/19 18:15;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.13927755;19.42728681;19.42728681, -99.13927755
8456702;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;04/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0784586;19.36209454;19.36209454, -99.0784586
8456815;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;25/05/19 9:12;2019;Mayo;;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.1698553;19.35712002;19.35712002, -99.1698553
8456827;DESPOJO;DELITO DE BAJO IMPACTO;25/05/19 12:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18873583;19.46821651;19.46821651, -99.18873583
8456857;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;07/05/19 15:00;2019;Mayo;;Femenino;27;FISICA;VICTIMA Y DENUNCIANTE;-99.0687706;19.3636352;19.3636352, -99.0687706
8456953;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;18/05/19 15:00;2019;Mayo;;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.1087185;19.3373078;19.3373078, -99.1087185
8457156;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;26/05/19 2:00;2019;Mayo;;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.1134744;19.33184199;19.33184199, -99.1134744
8457309;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;20/05/19 9:15;2019;Mayo;;Femenino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.08612743;19.35331282;19.35331282, -99.08612743
8457309;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;20/05/19 9:15;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.08612743;19.35331282;19.35331282, -99.08612743
8457466;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;31/05/19 14:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1570198;19.4068602;19.4068602, -99.1570198
8457501;AMENAZAS;DELITO DE BAJO IMPACTO;21/05/19 21:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1962159;19.4501549;19.4501549, -99.1962159
8457689;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;23/05/19 5:30;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1608834;19.3960849;19.3960849, -99.1608834
8457784;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;15/05/19 10:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1716932;19.3975485;19.3975485, -99.1716932
8457880;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;31/05/19 10:00;2019;Mayo;;Femenino;36;FISICA;VICTIMA;NA;NA;
8457979;REVELACION DE SECRETOS;DELITO DE BAJO IMPACTO;06/05/19 10:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.22743812;19.39683488;19.39683488, -99.22743812
8458064;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;16/05/19 13:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.17373881;19.43141582;19.43141582, -99.17373881
8458092;FRAUDE;DELITO DE BAJO IMPACTO;24/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2349856;19.2804981;19.2804981, -99.2349856
8458251;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;29/05/19 12:00;2019;Mayo;;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.101447;19.3992308;19.3992308, -99.101447
8458312;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;31/05/19 15:45;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.13852592;19.56505931;19.56505931, -99.13852592
8458806;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;26/05/19 12:00;2019;Mayo;;Femenino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.1412;19.4352;19.4352, -99.1412
8458894;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;10/05/19 9:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.17560841;19.3859749;19.3859749, -99.17560841
8451237;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;13/05/19 20:30;2019;Mayo;;Masculino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.18599487;19.25459616;19.25459616, -99.18599487
8451294;AMENAZAS;DELITO DE BAJO IMPACTO;06/05/19 20:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1212253;19.4352095;19.4352095, -99.1212253
8451347;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;11/05/19 19:30;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.13744976;19.42540716;19.42540716, -99.13744976
8451612;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;30/05/19 15:30;2019;Mayo;;Masculino;66;FISICA;VICTIMA Y DENUNCIANTE;-99.06023;19.3043165;19.3043165, -99.06023
8451687;DISCRIMINACION;DELITO DE BAJO IMPACTO;29/05/19 11:30;2019;Mayo;;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.1552373;19.5032664;19.5032664, -99.1552373
8451926;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;22/05/19 7:53;2019;Mayo;;Femenino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.1734526;19.365851;19.365851, -99.1734526
8451958;AMENAZAS;DELITO DE BAJO IMPACTO;24/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.20605391;19.33265788;19.33265788, -99.20605391
8452018;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;25/05/19 19:50;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2011146;19.4059096;19.4059096, -99.2011146
8452071;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;12/05/19 0:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18829792;19.37119246;19.37119246, -99.18829792
8452259;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;18/05/19 12:30;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.24086226;19.37970383;19.37970383, -99.24086226
8452325;LESIONES CULPOSAS;DELITO DE BAJO IMPACTO;29/05/19 19:15;2019;Mayo;;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.16906393;19.41780038;19.41780038, -99.16906393
8452403;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;24/05/19 20:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.13120804;19.40664414;19.40664414, -99.13120804
8452433;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;14/05/19 20:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18730804;19.40578464;19.40578464, -99.18730804
8452467;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;25/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA;-99.14516093;19.44497755;19.44497755, -99.14516093
8452713;AMENAZAS;DELITO DE BAJO IMPACTO;26/05/19 0:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.05781127;19.31606765;19.31606765, -99.05781127
8454405;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;13/05/19 15:00;2019;Mayo;;Femenino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.1428793;19.4917955;19.4917955, -99.1428793
8454424;AMENAZAS;DELITO DE BAJO IMPACTO;03/05/19 12:00;2019;Mayo;;Femenino;65;FISICA;VICTIMA Y DENUNCIANTE;-99.1568455;19.3419417;19.3419417, -99.1568455
8454633;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;29/05/19 15:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.20284078;19.45239882;19.45239882, -99.20284078
8454751;FRAUDE;DELITO DE BAJO IMPACTO;01/05/19 21:35;2019;Mayo;;Masculino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.0580419;19.45041849;19.45041849, -99.0580419
8454872;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;13/05/19 15:30;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.23346804;19.37631159;19.37631159, -99.23346804
8454937;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;14/05/19 12:32;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.05819697;19.40137143;19.40137143, -99.05819697
8454945;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;22/05/19 14:08;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.07829796;19.40396816;19.40396816, -99.07829796
8454975;DESPOJO;DELITO DE BAJO IMPACTO;15/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.12394159;19.45523569;19.45523569, -99.12394159
8455045;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;19/05/19 17:00;2019;Mayo;;Femenino;10;FISICA;VICTIMA;-99.21009147;19.45803192;19.45803192, -99.21009147
8455176;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;05/05/19 5:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.13532984;19.41012274;19.41012274, -99.13532984
8455187;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;27/05/19 8:15;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1933457;19.4509945;19.4509945, -99.1933457
8455188;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;22/05/19 11:20;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.15317908;19.54586225;19.54586225, -99.15317908
8455206;LESIONES CULPOSAS;DELITO DE BAJO IMPACTO;05/05/19 18:00;2019;Mayo;;Femenino;46;FISICA;VICTIMA Y DENUNCIANTE;-99.1480755;19.4063936;19.4063936, -99.1480755
8455257;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;21/05/19 5:30;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.21652376;19.36034272;19.36034272, -99.21652376
8459977;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;15/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA;-99.0999669;19.5043496;19.5043496, -99.0999669
8460012;USO DE DOCUMENTO FALSO;DELITO DE BAJO IMPACTO;31/05/19 17:00;2019;Mayo;;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.17301365;19.39486942;19.39486942, -99.17301365
8460220;ROBO DE DOCUMENTOS;DELITO DE BAJO IMPACTO;14/05/19 11:00;2019;Mayo;;Masculino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.12465647;19.32659923;19.32659923, -99.12465647
8460413;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;25/05/19 20:00;2019;Mayo;;Femenino;3;FISICA;VICTIMA;-99.1075785;19.3393616;19.3393616, -99.1075785
8460437;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;26/05/19 0:15;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.00544021;19.36556247;19.36556247, -99.00544021
8460571;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;24/05/19 12:30;2019;Mayo;;Masculino;62;FISICA;VICTIMA Y DENUNCIANTE;-99.18465251;19.38083069;19.38083069, -99.18465251
8451253;DDH FRVT;HECHO NO DELICTIVO;23/05/19 9:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.17487262;19.43392773;19.43392773, -99.17487262
8451444;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;02/05/19 22:30;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.06988551;19.30513608;19.30513608, -99.06988551
8451471;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;15/05/19 13:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA;-99.1952823;19.4509462;19.4509462, -99.1952823
8451517;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;04/05/19 12:43;2019;Mayo;;Femenino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.06255986;19.39482288;19.39482288, -99.06255986
8451532;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;17/05/19 10:45;2019;Mayo;;Femenino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.11235322;19.41910375;19.41910375, -99.11235322
8451563;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;29/05/19 12:00;2019;Mayo;;Masculino;79;FISICA;VICTIMA Y DENUNCIANTE;-99.16865439;19.41936894;19.41936894, -99.16865439
8451840;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;28/05/19 9:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1815877;19.4322615;19.4322615, -99.1815877
8451857;PRIVACION DE LA LIBERTAD PERSONAL;DELITO DE BAJO IMPACTO;30/05/19 13:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18621932;19.44879051;19.44879051, -99.18621932
8451991;TORTURA;DELITO DE BAJO IMPACTO;29/05/19 10:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.14318113;19.42153469;19.42153469, -99.14318113
8452002;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;23/05/19 13:50;2019;Mayo;;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.19528403;19.48876769;19.48876769, -99.19528403
8452062;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;16/05/19 0:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.18980347;19.37257641;19.37257641, -99.18980347
8452174;ROBO DE DINERO;DELITO DE BAJO IMPACTO;27/05/19 12:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.14782938;19.39445024;19.39445024, -99.14782938
8452210;ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA;DELITO DE BAJO IMPACTO;31/05/19 21:00;2019;Mayo;;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.16952151;19.40245349;19.40245349, -99.16952151
8452246;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;31/05/19 17:00;2019;Mayo;;Femenino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.15979046;19.40725008;19.40725008, -99.15979046
8452266;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;16/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.17869842;19.4356688;19.4356688, -99.17869842
8452336;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;10/05/19 12:00;2019;Mayo;;Masculino;5;FISICA;VICTIMA;-99.2501116;19.3694979;19.3694979, -99.2501116
8452440;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;23/05/19 17:00;2019;Mayo;;Femenino;56;FISICA;VICTIMA Y DENUNCIANTE;-99.16947558;19.34492673;19.34492673, -99.16947558
8452453;AMENAZAS;DELITO DE BAJO IMPACTO;29/05/19 15:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1272609;19.2166212;19.2166212, -99.1272609
8452510;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;18/05/19 9:00;2019;Mayo;;Femenino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.29108807;19.36781757;19.36781757, -99.29108807
8452614;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;24/05/19 21:30;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.18593874;19.44661278;19.44661278, -99.18593874
8452699;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;23/05/19 23:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.18486375;19.45595675;19.45595675, -99.18486375
8452740;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;07/05/19 9:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.12661593;19.2316369;19.2316369, -99.12661593
8454397;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;12/05/19 21:40;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.16494127;19.42216609;19.42216609, -99.16494127
8454543;TENTATIVA DE ROBO;DELITO DE BAJO IMPACTO;20/05/19 15:45;2019;Mayo;;Femenino;60;FISICA;VICTIMA Y DENUNCIANTE;-99.0981947;19.4975294;19.4975294, -99.0981947
